name,price,depreciation,registration_date,mileage,owners,listing_url,brand
Kia Cerato Forte 1.6A SX (COE till 02/2026),12988,10330,28-Jun-11,157000,5,https://www.sgcarmart.com/used_cars/info.php?ID=1349428&DL=3642,kia
BMW X5 xDrive40i xLine 7-Seater,228800,29880,13-Jul-20,58559,3,https://www.sgcarmart.com/used_cars/info.php?ID=1347873&DL=3863&utm_content=SLeligible,bmw
Renault Grand Scenic Diesel 1.5A dCi BOSE Edition Sunroof,69800,12870,31-Jul-19,122444,2,https://www.sgcarmart.com/used_cars/info.php?ID=1337926&DL=3863&utm_content=SLeligible,renault
BMW X1 sDrive18i xLine,162800,17940,22-Aug-22,48000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1330349&DL=3475&utm_content=SLeligible,bmw
BMW X4 xDrive20i M-Sport Sunroof,73800,23060,3-Jan-17,120000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1329266&DL=2283&utm_content=SLeligible,bmw
Honda HR-V 1.5A LX,96588,14130,13-Nov-20,54000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1322343&DL=4108&utm_content=SLeligible,honda
Toyota Prius C Hybrid 1.5A (COE till 08/2028),43800,11810,12-Aug-13,99000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1312861&DL=2283&utm_content=SLeligible,toyota
Mercedes-Benz B-Class B180 Style,37800,14340,19-Sept-16,114000,3,https://www.sgcarmart.com/used_cars/info.php?ID=1303478&DL=4286&utm_content=SLeligible,mercedes-benz
Lexus IS Turbo IS300 Executive,85588,19830,25-Jan-18,81000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1281841&DL=4108&utm_content=SLeligible,lexus
Mercedes-Benz E-Class E200 Exclusive,113800,21280,21-Jun-18,109000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1353286&DL=1043,mercedes-benz
Toyota Corolla Fielder 1.5A X,20500,13370,20-Jan-16,103181,2,https://www.sgcarmart.com/used_cars/info.php?ID=1350869&DL=3863,toyota
Audi A5 Sportback 2.0A TFSI S-tronic Design,122333,19500,19-Dec-19,76612,2,https://www.sgcarmart.com/used_cars/info.php?ID=1347849&DL=3475&utm_content=SLeligible,audi
Jaguar XF 3.0A Premium Luxury (COE till 10/2028),41800,10770,14-Oct-08,151790,6,https://www.sgcarmart.com/used_cars/info.php?ID=1342306&DL=3863&utm_content=SLeligible,jaguar
Honda HR-V 1.5A LX,89800,13810,23-Jul-20,44000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1311776&DL=2283&utm_content=SLeligible,honda
BYD Atto 3 Electric Extended Range,148800,16080,26-Feb-24,22100,1,https://www.sgcarmart.com/used_cars/info.php?ID=1355831&DL=2633,byd
BMW X5 Mild Hybrid xDrive40i M-Sport 7-Seater,335000,34020,22-Sept-22,25000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1355739&DL=3831,bmw
Subaru XV 1.6i-S,28988,13120,30-Jun-16,89000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1355667&DL=3426,subaru
MG HS 1.5A Turbo Panoramic Roof,103800,14830,31-Mar-21,66350,1,https://www.sgcarmart.com/used_cars/info.php?ID=1355568&DL=2011,mg
Honda Odyssey 2.4A EX-S,64988,20760,24-Mar-17,92000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1355332&DL=3426,honda
BMW 2 Series 220i Coupe M-Sport Sunroof,224800,23050,18-May-23,11100,1,https://www.sgcarmart.com/used_cars/info.php?ID=1352648&DL=2351,bmw
BMW 1 Series 116i M-Sport,143800,16320,28-Jul-22,55000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1352646&DL=2351,bmw
Porsche 911 Targa 4,580000,,18-Jul-22,29500,1,https://www.sgcarmart.com/used_cars/info.php?ID=1347471&DL=3301&utm_content=SLeligible,porsche
Mercedes-Benz C-Class C180 Avantgarde,56300,18510,13-Dec-16,106100,1,https://www.sgcarmart.com/used_cars/info.php?ID=1342944&DL=1129&utm_content=SLeligible,mercedes-benz
Porsche Taycan Electric Performance Battery Plus,370000,,0,28000,,https://www.sgcarmart.com/used_cars/info.php?ID=1335887&DL=3301&utm_content=SLeligible,porsche
BMW 3 Series 318i M-Sport Shadow Edition,93800,18150,16-Nov-18,65000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1326425&DL=1043&utm_content=SLeligible,bmw
Mercedes-Benz GLA-Class GLA200 AMG Line Premium Plus,63800,18840,28-Apr-17,119937,2,https://www.sgcarmart.com/used_cars/info.php?ID=1313388&DL=1155&utm_content=SLeligible,mercedes-benz
Honda HR-V 1.5A DX,135800,16340,12-Sept-22,40800,1,https://www.sgcarmart.com/used_cars/info.php?ID=1299390&DL=3709&utm_content=SLeligible,honda
Kia Cerato 1.6A EX,64800,12370,23-Jul-19,93000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1283352&DL=4286&utm_content=SLeligible,kia
Maserati Ghibli S 3.0A (New 10-yr COE),198000,19790,7-Jan-15,50000,3,https://www.sgcarmart.com/used_cars/info.php?ID=1261509&DL=1245&utm_content=SLeligible,maserati
BMW 1 Series 116d,38800,16290,30-Nov-16,129237,4,https://www.sgcarmart.com/used_cars/info.php?ID=1252479&DL=2356&utm_content=SLeligible,bmw
Bentley Continental GT 6.0A (COE till 10/2028),122800,,29-May-09,99296,5,https://www.sgcarmart.com/used_cars/info.php?ID=1141738&DL=2356&utm_content=SLeligible,bentley
BMW 2 Series 216i Gran Tourer,62800,15810,10-Nov-17,133695,1,https://www.sgcarmart.com/used_cars/info.php?ID=1334246&DL=1155&utm_content=SLeligible,bmw
Porsche 911 GT3 4.0A PDK,865800,92080,24-Jun-22,5800,1,https://www.sgcarmart.com/used_cars/info.php?ID=1276498&DL=2011,porsche
Bentley Flying Spur 4.0A V8 S Sunroof (New 10-yr COE),299800,29960,9-Feb-15,98000,4,https://www.sgcarmart.com/used_cars/info.php?ID=1267675&DL=1245&utm_content=SLeligible,bentley
Honda Odyssey 2.4A (COE till 03/2029),Tender,,4-Jun-09,243915,4,https://www.sgcarmart.com/used_cars/info.php?ID=1355821&DL=524,honda
Mercedes-Benz C-Class C180K (COE till 08/2029),Tender,,18-Aug-09,194332,6,https://www.sgcarmart.com/used_cars/info.php?ID=1355816&DL=526,mercedes-benz
Toyota Prius Plus Hybrid 1.8A,81800,15030,19-Jul-19,85000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1354541&DL=4254,toyota
Honda Crossroad 1.8A L (COE till 11/2028),41800,10570,10-Nov-08,0,5,https://www.sgcarmart.com/used_cars/info.php?ID=1354184&DL=3911&utm_content=SLeligible,honda
Hyundai Elantra 1.6A GLS,49800,11610,21-Sept-18,95000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1354094&DL=2140,hyundai
Hyundai Elantra 1.6A GLS S,41800,11810,9-Dec-17,80000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1353576&DL=2140,hyundai
Porsche Cayenne 3.0A Tip Sunroof,236800,46570,6-Jul-18,72000,3,https://www.sgcarmart.com/used_cars/info.php?ID=1350060&DL=2011,porsche
BMW X7 xDrive40i M-Sport 7-Seater,532800,52580,12-Mar-23,1600,1,https://www.sgcarmart.com/used_cars/info.php?ID=1348574&DL=2011,bmw
Mercedes-Benz B-Class B180 Style,69688,14860,14-Aug-18,99000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1347045&DL=3887&utm_content=SLeligible,mercedes-benz
BMW X1 M35i xDrive M-Sport Pro,298800,27490,3-Jul-24,1000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1346984&DL=2011,bmw
Toyota Camry 2.0A (COE till 09/2029),46800,9670,29-Sept-09,0,5,https://www.sgcarmart.com/used_cars/info.php?ID=1346900&DL=1103&utm_content=SLeligible,toyota
Honda Civic 1.6A VTi,65500,13650,21-Dec-18,0,1,https://www.sgcarmart.com/used_cars/info.php?ID=1346888&DL=1103&utm_content=SLeligible,honda
Audi Q3 Sportback 1.4A TFSI S-tronic,122388,19690,31-Mar-20,68000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1346685&DL=3887&utm_content=SLeligible,audi
Honda Jazz 1.3A,52000,12920,14-Sept-18,72100,1,https://www.sgcarmart.com/used_cars/info.php?ID=1345480&DL=4458&utm_content=SLeligible,honda
Audi A3 Sportback 1.4A TFSI S-tronic Ambiente (COE till 05/2029),63800,14160,29-May-14,0,3,https://www.sgcarmart.com/used_cars/info.php?ID=1344269&DL=3452&utm_content=SLeligible,audi
Toyota Vellfire 2.5A Z A-Edition (New 10-yr COE),165800,16570,5-Aug-15,105000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1342127&DL=3911&utm_content=SLeligible,toyota
MINI Cooper Countryman 1.5A,115000,20310,5-Jul-19,29000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1328775&DL=3887&utm_content=SLeligible,mini
Mazda 2 HB 1.5A R (COE till 05/2028),36500,10390,20-Aug-08,0,1,https://www.sgcarmart.com/used_cars/info.php?ID=1326284&DL=2493&utm_content=SLeligible,mazda
Kia Sorento 2.4A EX (COE till 04/2030),59888,11050,29-Apr-10,130000,5,https://www.sgcarmart.com/used_cars/info.php?ID=1311406&DL=1245&utm_content=SLeligible,kia
Mercedes-Benz E-Class E250 (New 10-yr COE),148800,14870,13-Jan-15,116000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1308942&DL=3911&utm_content=SLeligible,mercedes-benz
Volkswagen Scirocco 1.4A TSI (COE till 09/2030),Tender,,5-Jan-11,143703,4,https://www.sgcarmart.com/used_cars/info.php?ID=1355819&DL=524,volkswagen
BMW 3 Series 316i (COE till 03/2033),Tender,,2-Apr-13,174334,4,https://www.sgcarmart.com/used_cars/info.php?ID=1355813&DL=525,bmw
Toyota Estima 2.4A Aeras Premium Moonroof,45800,16610,29-Jun-16,92000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1355117&DL=1103,toyota
Hyundai Avante 1.6A GLS Elite,81800,12790,28-Jul-20,75000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1353758&DL=2140,hyundai
Mercedes-Benz E-Class E250 CGI Cabriolet (COE till 08/2030),77888,13700,3-Aug-10,163000,4,https://www.sgcarmart.com/used_cars/info.php?ID=1350102&DL=1351&utm_content=SLeligible,mercedes-benz
Mazda 5 2.0A Sunroof,25000,10890,28-Apr-16,108000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1346682&DL=3887&utm_content=SLeligible,mazda
Lexus ES250 Executive Sunroof,42500,16130,21-Mar-16,130000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1338518&DL=1321&utm_content=SLeligible,lexus
Nissan Qashqai 1.2A DIG-T,29800,10150,2-Mar-17,0,3,https://www.sgcarmart.com/used_cars/info.php?ID=1336306&DL=3911&utm_content=SLeligible,nissan
BMW 1 Series 118i 5DR,86000,15950,25-Apr-19,87400,2,https://www.sgcarmart.com/used_cars/info.php?ID=1332571&DL=4458&utm_content=SLeligible,bmw
Volkswagen Golf 1.4A TSI (COE till 10/2028),51800,13180,16-Jan-14,113000,5,https://www.sgcarmart.com/used_cars/info.php?ID=1329181&DL=3452&utm_content=SLeligible,volkswagen
Toyota Corolla Hatchback Hybrid 1.8A Ascent Sport,97800,14630,2-Mar-21,0,2,https://www.sgcarmart.com/used_cars/info.php?ID=1321764&DL=3452&utm_content=SLeligible,toyota
RUF RT35S (COE till 10/2033),699888,78150,31-Mar-14,20000,3,https://www.sgcarmart.com/used_cars/info.php?ID=1311452&DL=3837&utm_content=SLeligible,ruf
BMW 1 Series 116d,61800,13190,24-May-18,75000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1304504&DL=2140&utm_content=SLeligible,bmw
BMW M3 Convertible (COE till 10/2031),115800,16410,23-Dec-11,104000,5,https://www.sgcarmart.com/used_cars/info.php?ID=1276375&DL=3452&utm_content=SLeligible,bmw
Peugeot 308CC 1.6A (COE till 08/2029),56000,11800,25-Aug-09,0,6,https://www.sgcarmart.com/used_cars/info.php?ID=1253690&DL=2493&utm_content=SLeligible,peugeot
Rolls-Royce Ghost (COE till 01/2032),Tender,,6-Jan-12,0,3,https://www.sgcarmart.com/used_cars/info.php?ID=1355822&DL=520,rolls-royce
Honda Jazz 1.5A L (COE till 12/2029),Tender,,29-Dec-09,221127,5,https://www.sgcarmart.com/used_cars/info.php?ID=1355817&DL=526,honda
Toyota Vellfire 2.4A X (New 10-yr COE),141800,14170,2-Feb-15,99000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1355115&DL=4254&utm_content=SLeligible,toyota
Honda Civic 1.6A VTi-S (COE till 10/2031),72500,10460,25-Apr-12,0,1,https://www.sgcarmart.com/used_cars/info.php?ID=1346844&DL=2493&utm_content=SLeligible,honda
Mercedes-Benz S-Class S500L AMG Line (New 10-yr COE),245800,24570,5-May-15,73800,4,https://www.sgcarmart.com/used_cars/info.php?ID=1342712&DL=3975&utm_content=SLeligible,mercedes-benz
Jaguar F-Type 3.0A S Coupe,125800,37610,11-Mar-16,60000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1322398&DL=4254&utm_content=SLeligible,jaguar
MINI Cooper S Countryman 2.0A,73500,19450,26-Jul-17,0,2,https://www.sgcarmart.com/used_cars/info.php?ID=1309318&DL=2493&utm_content=SLeligible,mini
Mercedes-Benz GLC-Class GLC63 S Coupe AMG 4MATIC+ Premium Plus,255800,37470,9-Apr-19,51000,3,https://www.sgcarmart.com/used_cars/info.php?ID=1299482&DL=4254&utm_content=SLeligible,mercedes-benz
Renault Scenic Diesel 1.5A dCi,54900,10880,11-Apr-19,79810,2,https://www.sgcarmart.com/used_cars/info.php?ID=1279315&DL=4103&utm_content=SLeligible,renault
BMW 2 Series 218i Gran Coupe Luxury,133000,16390,29-Sept-21,49600,2,https://www.sgcarmart.com/used_cars/info.php?ID=1338681&DL=1054&utm_content=SLeligible,bmw
Mitsubishi Outlander 2.0A,81800,16110,17-May-19,86000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1338669&DL=4108&utm_content=SLeligible,mitsubishi
Toyota Corolla Axio 1.5A X (COE till 04/2029),52800,11930,4-Jun-14,88265,1,https://www.sgcarmart.com/used_cars/info.php?ID=1338635&DL=3162&utm_content=SLeligible,toyota
Honda Stream 1.8A X (COE till 09/2028),42000,10930,30-Sept-08,255000,4,https://www.sgcarmart.com/used_cars/info.php?ID=1338604&DL=4128&utm_content=SLeligible,honda
Toyota Wish 1.8A Elegance (New 5-yr COE),69500,13890,4-Dec-14,117000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1338596&DL=4286&utm_content=SLeligible,toyota
Toyota Esquire 2.0A Xi,45800,19970,16-Jun-16,82000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1338563&DL=4414&utm_content=SLeligible,toyota
Porsche Cayenne 3.6A Tip (COE till 12/2030),103888,17030,30-Sept-11,171157,3,https://www.sgcarmart.com/used_cars/info.php?ID=1338562&DL=3875&utm_content=SLeligible,porsche
Mercedes-Benz CLS-Class CLS350 Coupe Mild Hybrid Sunroof,205800,29960,25-Sept-19,50000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1338550&DL=2239&utm_content=SLeligible,mercedes-benz
Nissan Teana 2.5A Sunroof,21500,10460,19-Aug-15,173000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1338542&DL=2495,nissan
BMW 2 Series 216i Gran Tourer,60888,13440,27-Mar-18,100000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1338534&DL=2008&utm_content=SLeligible,bmw
Porsche Cayenne S 3.6A Panoramic Roof,275988,43260,22-Feb-19,48869,2,https://www.sgcarmart.com/used_cars/info.php?ID=1338508&DL=3209&utm_content=SLeligible,porsche
Toyota Sienta 1.5A Elegance,45000,15780,17-Feb-17,125000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1338474&DL=1144&utm_content=SLeligible,toyota
BMW 7 Series 730Li Sunroof (New 10-yr COE),174888,17480,12-Mar-15,115000,3,https://www.sgcarmart.com/used_cars/info.php?ID=1338388&DL=2430&utm_content=SLeligible,bmw
Hyundai Avante 1.6A GLS S,58800,11050,24-Jul-19,48000,3,https://www.sgcarmart.com/used_cars/info.php?ID=1338245&DL=4108&utm_content=SLeligible,hyundai
Lotus Elan M100 (COE till 03/2029),59888,13780,25-Jun-91,0,6,https://www.sgcarmart.com/used_cars/info.php?ID=1332193&DL=1000,lotus
Mercedes-Benz C-Class C180 Avantgarde,71800,18550,16-Aug-17,108000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1331367&DL=2341&utm_content=SLeligible,mercedes-benz
BMW 7 Series 730Li Sunroof (COE till 12/2030),72000,11830,28-Dec-10,148500,4,https://www.sgcarmart.com/used_cars/info.php?ID=1330987&DL=3280&utm_content=SLeligible,bmw
Honda Vezel 1.5A G Honda Sensing,148500,16170,5-Dec-23,4500,1,https://www.sgcarmart.com/used_cars/info.php?ID=1330901&DL=1000&utm_content=SLeligible,honda
Mazda 2 SP 1.5A (COE till 11/2025),8800,9310,7-Nov-05,0,4,https://www.sgcarmart.com/used_cars/info.php?ID=1318742&DL=1359,mazda
Honda Jazz 1.5A RS,13500,19610,18-Jun-15,80000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1318741&DL=1359,honda
Honda Civic 1.5A VTEC Turbo Sunroof,79800,16650,11-Oct-18,0,3,https://www.sgcarmart.com/used_cars/info.php?ID=1318688&DL=3320&utm_content=SLeligible,honda
Volvo S60 T2,33800,11450,30-Aug-16,123000,3,https://www.sgcarmart.com/used_cars/info.php?ID=1318657&DL=1061&utm_content=SLeligible,volvo
Honda Vezel 1.5A G,113800,16140,16-Aug-21,65000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1312179&DL=4414&utm_content=SLeligible,honda
Volvo V40 T2,26688,16380,18-Dec-15,113000,3,https://www.sgcarmart.com/used_cars/info.php?ID=1298065&DL=3324,volvo
BMW i8 Coupe,298888,,21-Jan-20,50800,2,https://www.sgcarmart.com/used_cars/info.php?ID=1298056&DL=4189&utm_content=SLeligible,bmw
Lamborghini Huracan LP640-4 Performante,900000,94440,19-Nov-21,15000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1277326&DL=3321&utm_content=SLeligible,lamborghini
Mitsubishi Space Star 1.2A Sport,36999,10600,28-Feb-18,76800,2,https://www.sgcarmart.com/used_cars/info.php?ID=1277198&DL=2495&utm_content=SLeligible,mitsubishi
Porsche Cayman 2.9A PDK (COE till 09/2031),153800,22460,14-Oct-11,134000,4,https://www.sgcarmart.com/used_cars/info.php?ID=1260038&DL=3709&utm_content=SLeligible,porsche
Mercedes-Benz GLA-Class GLA200 AMG Line Sunroof,220800,21870,29-Dec-23,8000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1259788&DL=2410&utm_content=SLeligible,mercedes-benz
BMW Z4 sDrive35i (COE till 09/2030),85800,14730,23-Sept-10,123699,6,https://www.sgcarmart.com/used_cars/info.php?ID=1243811&DL=4413&utm_content=SLeligible,bmw
Subaru Impreza WRX-S 5D 2.5M (COE till 03/2028),58800,17650,27-Mar-08,0,2,https://www.sgcarmart.com/used_cars/info.php?ID=1225028&DL=1061&utm_content=SLeligible,subaru
Porsche Cayenne E-Hybrid 3.0A Tip,358800,,12-Apr-23,13000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1215898&DL=4140&utm_content=SLeligible,porsche
BMW M6 Coupe (COE till 11/2032),205800,25800,16-Nov-12,100000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1202963&DL=2430&utm_content=SLeligible,bmw
BMW X5 xDrive40i 7-Seater,220588,31700,2-Jan-20,58000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1202078&DL=4323&utm_content=SLeligible,bmw
Mercedes-Benz C-Class C180 CGI Avantgarde (COE till 04/2028),44998,13130,3-May-13,223795,4,https://www.sgcarmart.com/used_cars/info.php?ID=1198867&DL=3382&utm_content=SLeligible,mercedes-benz
McLaren 12C (COE till 06/2032),390800,51440,12-Jul-12,52000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1183035&DL=2430&utm_content=SLeligible,mclaren
Mercedes-Benz E-Class Saloon E63 S AMG 4MATIC+ Premium Plus Night Edition,550588,60150,22-Feb-22,5492,1,https://www.sgcarmart.com/used_cars/info.php?ID=1175587&DL=4323&utm_content=SLeligible,mercedes-benz
Hyundai Tucson 1.6A GLS T-GDi DCT Turbo,85998,15400,8-Nov-19,93630,2,https://www.sgcarmart.com/used_cars/info.php?ID=1160774&DL=3382&utm_content=SLeligible,hyundai
BMW X3 M Competition,585000,,0,0,,https://www.sgcarmart.com/used_cars/info.php?ID=1118526&DL=3003&utm_content=SLeligible,bmw
Maserati GranCabrio 4.7A (COE till 02/2032),150800,20760,9-May-12,101800,4,https://www.sgcarmart.com/used_cars/info.php?ID=1086635&DL=2430&utm_content=SLeligible,maserati
Bentley Continental Flying Spur 6.0A (COE till 09/2031),188800,20450,28-Oct-11,120000,3,https://www.sgcarmart.com/used_cars/info.php?ID=1062509&DL=1220&utm_content=SLeligible,bentley
MINI Cooper S 1.6A Sunroof (COE till 04/2030),70888,13060,22-Nov-10,0,6,https://www.sgcarmart.com/used_cars/info.php?ID=1355713&DL=4679&utm_content=SLeligible,mini
Audi A5 Sportback 2.0A TFSI S-tronic Design,102800,19560,18-Dec-18,54500,1,https://www.sgcarmart.com/used_cars/info.php?ID=1355707&DL=2389,audi
Ford Mustang 2.3A Ecoboost,148800,32880,17-May-18,105000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1355812&DL=4549,ford
Honda Stream 1.8A X (COE till 03/2025),5700,,3-Mar-10,0,5,https://www.sgcarmart.com/used_cars/info.php?ID=1355806&DL=3137,honda
Mercedes-Benz GLA-Class GLA180 Urban Edition,105800,16030,13-Aug-20,47667,2,https://www.sgcarmart.com/used_cars/info.php?ID=1355719&DL=3283,mercedes-benz
Mazda 3 Mild Hybrid 1.5A Classic,139800,13870,30-May-24,100,1,https://www.sgcarmart.com/used_cars/info.php?ID=1305497&DL=1039&utm_content=SLeligible,mazda
Volkswagen Passat 1.8A TFSI,88500,13980,31-Jan-20,0,2,https://www.sgcarmart.com/used_cars/info.php?ID=1304563&DL=3564&utm_content=SLeligible,volkswagen
Mercedes-Benz A-Class A180 Progressive,150888,16470,4-Jan-23,29761,1,https://www.sgcarmart.com/used_cars/info.php?ID=1355796&DL=2714,mercedes-benz
Mercedes-Benz GLC-Class GLC300 Coupe Mild Hybrid AMG Line 4MATIC,193800,26790,11-Dec-20,75000,1,https://www.sgcarmart.com/used_cars/info.php?ID=1355690&DL=3175,mercedes-benz
Lexus ES250 Luxury Sunroof,79888,16980,28-Feb-18,110000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1214538&DL=4379&utm_content=SLeligible,lexus
BMW Z4 sDrive20i M-Sport,215888,27110,20-Sept-21,37061,3,https://www.sgcarmart.com/used_cars/info.php?ID=1355803&DL=2714,bmw
McLaren 12C (COE till 06/2032),375000,49360,31-May-13,0,6,https://www.sgcarmart.com/used_cars/info.php?ID=1355799&DL=3175&utm_content=SLeligible,mclaren
BMW 2 Series 216i Active Tourer M-Sport,167000,17970,27-Feb-23,20800,2,https://www.sgcarmart.com/used_cars/info.php?ID=1353490&DL=4458,bmw
Toyota Previa 2.4A 8-Seater Moonroof (New 10-yr COE),138000,13790,13-Nov-14,103000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1352305&DL=4549&utm_content=SLeligible,toyota
Mercedes-Benz E-Class E200 Edition E,49800,18680,18-Dec-15,110200,1,https://www.sgcarmart.com/used_cars/info.php?ID=1355798&DL=2962,mercedes-benz
Peugeot 5008 1.6A Puretech EAT8 Allure,84500,14770,30-Apr-19,99000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1355797&DL=3607,peugeot
Mercedes-Benz A-Class A200 Progressive,113500,16680,29-Jul-20,59000,2,https://www.sgcarmart.com/used_cars/info.php?ID=1355794&DL=3175,mercedes-benz
BMW X2 sDrive18i M-Sport X Mesh,137988,17160,26-Jul-21,36000,3,https://www.sgcarmart.com/used_cars/info.php?ID=1355702&DL=2870,bmw
Toyota Harrier Hybrid 2.5A G,152018,21260,27-Jan-21,53000,3,https://www.sgcarmart.com/used_cars/info.php?ID=1353962&DL=4784,toyota
